idx	label	predict	correct	time
0	tensor([12], dtype=torch.int32)	12	1	0:02:41.084820
1	tensor([10], dtype=torch.int32)	-1	0	0:04:28.541905
2	tensor([8], dtype=torch.int32)	8	1	0:05:49.191365
3	tensor([5], dtype=torch.int32)	5	1	0:02:45.136349
4	tensor([8], dtype=torch.int32)	8	1	0:02:20.302843
5	tensor([7], dtype=torch.int32)	7	1	0:01:05.131880
6	tensor([10], dtype=torch.int32)	-1	0	0:02:23.290176
7	tensor([10], dtype=torch.int32)	2	0	0:02:15.741524
8	tensor([8], dtype=torch.int32)	8	1	0:01:48.487632
9	tensor([6], dtype=torch.int32)	6	1	0:03:04.915810
10	tensor([11], dtype=torch.int32)	4	0	0:02:43.784136
11	tensor([6], dtype=torch.int32)	6	1	0:03:06.120527
12	tensor([7], dtype=torch.int32)	7	1	0:05:37.436961
13	tensor([14], dtype=torch.int32)	14	1	0:03:59.200558
14	tensor([10], dtype=torch.int32)	7	0	0:02:21.061586
15	tensor([11], dtype=torch.int32)	11	1	0:01:36.267945
16	tensor([13], dtype=torch.int32)	13	1	0:02:19.187669
17	tensor([12], dtype=torch.int32)	12	1	0:02:51.345755
18	tensor([6], dtype=torch.int32)	6	1	0:07:13.139016
19	tensor([8], dtype=torch.int32)	19	0	0:04:42.467625
20	tensor([13], dtype=torch.int32)	13	1	0:03:40.693601
21	tensor([8], dtype=torch.int32)	8	1	0:01:16.435351
22	tensor([5], dtype=torch.int32)	-1	0	0:01:23.542431
23	tensor([6], dtype=torch.int32)	6	1	0:03:16.792882
24	tensor([14], dtype=torch.int32)	14	1	0:02:50.076850
25	tensor([8], dtype=torch.int32)	8	1	0:03:25.818320
26	tensor([7], dtype=torch.int32)	7	1	0:03:24.272944
27	tensor([11], dtype=torch.int32)	2	0	0:03:07.077191
28	tensor([5], dtype=torch.int32)	5	1	0:03:58.695193
29	tensor([12], dtype=torch.int32)	8	0	0:04:35.687622
30	tensor([8], dtype=torch.int32)	8	1	0:05:13.350336
31	tensor([9], dtype=torch.int32)	9	1	0:02:52.313019
32	tensor([7], dtype=torch.int32)	7	1	0:03:05.614479
33	tensor([6], dtype=torch.int32)	6	1	0:02:07.433952
34	tensor([10], dtype=torch.int32)	10	1	0:02:22.723270
35	tensor([14], dtype=torch.int32)	14	1	0:02:05.634982
36	tensor([10], dtype=torch.int32)	3	0	0:02:40.783223
37	tensor([6], dtype=torch.int32)	6	1	0:03:24.857061
38	tensor([13], dtype=torch.int32)	13	1	0:03:50.862215
39	tensor([11], dtype=torch.int32)	2	0	0:02:54.160878
40	tensor([7], dtype=torch.int32)	7	1	0:03:33.211101
41	tensor([13], dtype=torch.int32)	13	1	0:02:15.917540
42	tensor([10], dtype=torch.int32)	1	0	0:01:55.125605
43	tensor([5], dtype=torch.int32)	5	1	0:04:14.306148
44	tensor([6], dtype=torch.int32)	6	1	0:03:23.020869
45	tensor([10], dtype=torch.int32)	7	0	0:03:13.280891
46	tensor([13], dtype=torch.int32)	6	0	0:03:09.392255
47	tensor([6], dtype=torch.int32)	6	1	0:02:54.400893
48	tensor([12], dtype=torch.int32)	18	0	0:02:31.146006
49	tensor([14], dtype=torch.int32)	-1	0	0:02:29.449696
50	tensor([12], dtype=torch.int32)	4	0	0:02:09.282513
51	tensor([10], dtype=torch.int32)	2	0	0:03:45.501895
52	tensor([9], dtype=torch.int32)	9	1	0:03:33.083259
53	tensor([10], dtype=torch.int32)	10	1	0:03:05.414095
54	tensor([6], dtype=torch.int32)	6	1	0:03:01.983155
55	tensor([12], dtype=torch.int32)	12	1	0:02:52.233909
56	tensor([5], dtype=torch.int32)	5	1	0:04:48.868155
57	tensor([7], dtype=torch.int32)	14	0	0:03:56.038233
58	tensor([11], dtype=torch.int32)	4	0	0:02:43.379577
59	tensor([12], dtype=torch.int32)	4	0	0:03:22.660524
60	tensor([5], dtype=torch.int32)	5	1	0:02:52.316491
61	tensor([9], dtype=torch.int32)	3	0	0:02:18.911182
62	tensor([7], dtype=torch.int32)	7	1	0:02:13.637536
63	tensor([9], dtype=torch.int32)	7	0	0:04:38.844225
64	tensor([14], dtype=torch.int32)	14	1	0:03:15.609580
65	tensor([9], dtype=torch.int32)	2	0	0:04:33.851045
66	tensor([9], dtype=torch.int32)	9	1	0:04:18.600048
67	tensor([11], dtype=torch.int32)	4	0	0:07:06.168481
68	tensor([8], dtype=torch.int32)	-1	0	0:11:52.306889
69	tensor([14], dtype=torch.int32)	1	0	0:04:13.399231
70	tensor([6], dtype=torch.int32)	6	1	0:03:24.580570
71	tensor([11], dtype=torch.int32)	2	0	0:03:15.250945
72	tensor([5], dtype=torch.int32)	5	1	0:02:48.934766
73	tensor([5], dtype=torch.int32)	5	1	0:02:05.642147
74	tensor([13], dtype=torch.int32)	8	0	0:02:17.584491
75	tensor([5], dtype=torch.int32)	5	1	0:05:39.464726
76	tensor([11], dtype=torch.int32)	2	0	0:01:14.382979
77	tensor([7], dtype=torch.int32)	7	1	0:01:09.419002
78	tensor([6], dtype=torch.int32)	8	0	0:02:28.767348
79	tensor([9], dtype=torch.int32)	9	1	0:02:30.224512
80	tensor([9], dtype=torch.int32)	9	1	0:05:26.763062
81	tensor([6], dtype=torch.int32)	6	1	0:01:18.500216
82	tensor([9], dtype=torch.int32)	6	0	0:01:12.439700
83	tensor([6], dtype=torch.int32)	6	1	0:01:26.862142
84	tensor([9], dtype=torch.int32)	9	1	0:09:15.738708
85	tensor([10], dtype=torch.int32)	1	0	0:06:36.852044
