idx	label	predict	correct	time
0	tensor([12], dtype=torch.int32)	12	1	0:02:22.332639
1	tensor([11], dtype=torch.int32)	2	0	0:01:36.420715
2	tensor([18], dtype=torch.int32)	8	0	0:02:19.304036
3	tensor([19], dtype=torch.int32)	3	0	0:04:56.587645
4	tensor([16], dtype=torch.int32)	7	0	0:04:17.553990
5	tensor([11], dtype=torch.int32)	11	1	0:02:33.877735
6	tensor([18], dtype=torch.int32)	18	1	0:01:38.706844
7	tensor([17], dtype=torch.int32)	17	1	0:02:11.908700
8	tensor([14], dtype=torch.int32)	14	1	0:02:15.559884
9	tensor([19], dtype=torch.int32)	19	1	0:02:56.662585
10	tensor([14], dtype=torch.int32)	14	1	0:02:34.710517
11	tensor([17], dtype=torch.int32)	17	1	0:02:04.807487
12	tensor([18], dtype=torch.int32)	18	1	0:03:10.009444
13	tensor([15], dtype=torch.int32)	7	0	0:01:35.503016
14	tensor([10], dtype=torch.int32)	10	1	0:01:08.184134
15	tensor([16], dtype=torch.int32)	16	1	0:01:36.324077
16	tensor([16], dtype=torch.int32)	16	1	0:01:00.043629
17	tensor([16], dtype=torch.int32)	5	0	0:02:46.277053
18	tensor([12], dtype=torch.int32)	1	0	0:02:57.781657
19	tensor([11], dtype=torch.int32)	2	0	0:01:10.205253
20	tensor([15], dtype=torch.int32)	15	1	0:02:40.043726
21	tensor([17], dtype=torch.int32)	8	0	0:02:20.353575
22	tensor([11], dtype=torch.int32)	4	0	0:03:47.458980
23	tensor([16], dtype=torch.int32)	16	1	0:01:37.034474
24	tensor([14], dtype=torch.int32)	7	0	0:02:21.751179
25	tensor([11], dtype=torch.int32)	2	0	0:02:28.937748
26	tensor([18], dtype=torch.int32)	18	1	0:03:16.283221
27	tensor([19], dtype=torch.int32)	19	1	0:01:11.402980
28	tensor([16], dtype=torch.int32)	4	0	0:01:58.011557
29	tensor([15], dtype=torch.int32)	-1	0	0:02:01.190313
30	tensor([15], dtype=torch.int32)	8	0	0:01:25.705288
31	tensor([18], dtype=torch.int32)	18	1	0:01:43.277651
32	tensor([19], dtype=torch.int32)	2	0	0:02:47.276527
33	tensor([14], dtype=torch.int32)	8	0	0:02:58.635557
34	tensor([14], dtype=torch.int32)	1	0	0:03:43.245862
35	tensor([19], dtype=torch.int32)	6	0	0:03:42.264543
36	tensor([19], dtype=torch.int32)	-1	0	0:04:00.105366
37	tensor([10], dtype=torch.int32)	14	0	0:02:39.593806
38	tensor([17], dtype=torch.int32)	-1	0	0:02:57.904202
39	tensor([10], dtype=torch.int32)	-1	0	0:01:40.641169
40	tensor([15], dtype=torch.int32)	19	0	0:05:18.613925
41	tensor([13], dtype=torch.int32)	13	1	0:02:50.559584
42	tensor([15], dtype=torch.int32)	8	0	0:01:37.252898
43	tensor([14], dtype=torch.int32)	14	1	0:01:43.709122
44	tensor([14], dtype=torch.int32)	14	1	0:01:19.629651
45	tensor([10], dtype=torch.int32)	10	1	0:01:38.083239
46	tensor([16], dtype=torch.int32)	16	1	0:01:39.550075
47	tensor([12], dtype=torch.int32)	3	0	0:01:07.507225
48	tensor([16], dtype=torch.int32)	16	1	0:03:12.680230
49	tensor([19], dtype=torch.int32)	15	0	0:04:49.991322
50	tensor([12], dtype=torch.int32)	18	0	0:03:30.809399
51	tensor([19], dtype=torch.int32)	6	0	0:07:08.686975
52	tensor([14], dtype=torch.int32)	14	1	0:02:52.998795
53	tensor([10], dtype=torch.int32)	10	1	0:04:06.009379
54	tensor([19], dtype=torch.int32)	19	1	0:03:01.835406
55	tensor([18], dtype=torch.int32)	7	0	0:05:26.853018
56	tensor([10], dtype=torch.int32)	-1	0	0:03:51.812104
57	tensor([11], dtype=torch.int32)	11	1	0:02:26.139208
58	tensor([11], dtype=torch.int32)	11	1	0:00:59.922781
59	tensor([12], dtype=torch.int32)	12	1	0:01:01.861315
60	tensor([17], dtype=torch.int32)	8	0	0:02:23.885964
61	tensor([12], dtype=torch.int32)	12	1	0:03:06.493377
62	tensor([15], dtype=torch.int32)	3	0	0:01:09.040418
63	tensor([11], dtype=torch.int32)	2	0	0:03:09.947385
64	tensor([11], dtype=torch.int32)	11	1	0:04:26.869296
65	tensor([19], dtype=torch.int32)	19	1	0:02:32.764989
66	tensor([16], dtype=torch.int32)	16	1	0:02:04.846337
67	tensor([13], dtype=torch.int32)	6	0	0:02:59.473289
68	tensor([15], dtype=torch.int32)	2	0	0:02:37.736586
69	tensor([10], dtype=torch.int32)	-1	0	0:02:11.083774
70	tensor([17], dtype=torch.int32)	17	1	0:03:22.665547
